u,v,key,osmid,name,highway,length,speed_kph,travel_time,lanes,maxspeed,oneway
1096387420,1096387417,0,94368435,Strada Labirint,residential,126.97288477850722,50.0,9.14204770405252,,RO:urban,True
1096387420,16576190,0,1157049623,Strada Labirint,residential,104.17381974569602,50.0,7.500515021690114,,RO:urban,False
1096546326,2287091929,0,219562528,Strada Grigore Alexandrescu,tertiary,38.65658947920641,50.0,2.7832744425028615,1,RO:urban,True
1096546326,264607531,0,"[1087490912, 24770426]",Strada Grigore Alexandrescu,tertiary,108.66101782967371,50.0,7.823593283736508,2,RO:urban,False
1096546338,29120246,0,94391546,Strada Cloșca,primary,533.0563414016241,50.0,38.380056580916936,4,50,False
1096546338,2287091927,0,219562523,Strada Cloșca,primary,35.52465441591434,50.0,2.5577751179458326,2,50,True
1109436939,6453307451,0,95696472,Intrarea Călin Nemeș,residential,69.67681890308666,50.0,5.016730961022239,,RO:urban,False
1109436939,1109436941,0,95696474,Strada Nicolae Labiș,residential,197.9110171089799,50.0,14.249593231846553,,RO:urban,True
1109436939,1109436940,0,133821936,Strada Cornel Grofșoreanu,residential,109.6425660619506,30.0,13.157107927434073,,30,True
1109436940,26650910,0,133821936,Strada Cornel Grofșoreanu,residential,61.23288084937127,30.0,7.347945701924552,,30,True
1109436940,1109436957,0,95696473,Strada Constantin Noica,residential,106.88020847024927,50.0,7.6953750098579485,,RO:urban,False
1109436941,1109436944,0,95696471,Strada Octavian Goga,residential,76.81456689819643,50.0,5.530648816670143,,RO:urban,True
1109436941,1109436960,0,829595079,Strada Octavian Goga,residential,33.229606645200484,50.0,2.3925316784544353,,RO:urban,False
1109436944,21515992,0,4370820,Strada Romulus,residential,84.15874130722352,50.0,6.059429374120094,,RO:urban,False
1109436944,26650942,0,4370820,Strada Romulus,residential,219.2239548493137,50.0,15.784124749150587,,RO:urban,False
1109436957,1109436940,0,95696473,Strada Constantin Noica,residential,106.88020847024927,50.0,7.6953750098579485,,RO:urban,False
1109436960,1109436941,0,829595079,Strada Octavian Goga,residential,33.229606645200484,50.0,2.3925316784544353,,RO:urban,False
1112486304,6453307463,0,"[31139760, 23596173]",Bulevardul 16 Decembrie 1989,secondary,32.13762914562325,50.0,2.3139092984848744,2,"['RO:urban', '50']",True
1112486304,1875029195,0,177036202,Piața Alexandru Mocioni,secondary,35.10007101581801,30.0,4.212008521898161,2,30,True
1112486311,1230910166,0,23596186,Splaiul Tudor Vladimirescu,tertiary,107.5905561579455,30.0,12.910866738953459,1,30,True
1112486311,1112937057,0,96021738,Strada Emanoil Gojdu,residential,239.17670467764268,50.0,17.220722736790275,,RO:urban,True
1112937057,271299915,0,23595737,Bulevardul Regele Carol I,residential,120.37852850614502,50.0,8.667254052442441,1,50,True
1112954234,1203996268,0,451577224,Strada Arieș,secondary,24.299140007827944,50.0,1.749538080563612,3,50,True
1112954234,1112954238,0,96059588,Calea Martirilor 1989,secondary,81.16275543769348,50.0,5.843718391513931,2,RO:urban,True
1112954238,2105405142,0,376294967,Calea Martirilor 1989,secondary,3.1407771670157847,50.0,0.22613595602513653,4,RO:urban,False
1112954238,1203996268,0,96059594,Calea Martirilor 1989,secondary,60.616215996350284,50.0,4.364367551737221,2,RO:urban,True
1112954247,1112986405,0,686147783,Strada Arieș,secondary,68.56303315234872,50.0,4.936538386969109,2,50,True
1112954247,604969830,0,"[697224144, 685884384]",Strada Arieș,secondary,65.93178998145439,50.0,4.747088878664716,5,50,False
1112986405,11834892321,0,746913735,Strada Surorile Martir Caceu,secondary,73.298644962763,50.0,5.277502437318937,2,50,True
1112986414,1112954234,0,686147785,Strada Arieș,secondary,21.62308874594969,50.0,1.5568623897083778,4,50,True
1112986414,11834892321,0,96059586,Strada Surorile Martir Caceu,secondary_link,79.60959278187869,50.0,5.731890680295266,1,RO:urban,True
1113035632,357972736,0,24432700,Strada Tigrului,residential,70.17104145488487,50.0,5.052314984751711,,RO:urban,False
1113035632,2174306315,0,24432700,Strada Tigrului,residential,147.8947418084438,50.0,10.648421410207956,,RO:urban,False
1113035632,357971052,0,96066053,Strada Doctor Ioan Bontilă,residential,133.69221146275825,50.0,9.625839225318595,,RO:urban,False
1113035632,267698120,0,211352526,Strada Ion Neculce,residential,130.66762339975574,50.0,9.408068884782415,,RO:urban,False
1115632575,1156349366,0,262702998,Intrarea Cincinat Pavelescu,residential,42.38152501551521,30.0,5.0857830018618255,,30,False
1115632575,8100735793,0,"[869081096, 869101554, 469940549]","['Strada Gheorghe Azap', 'Strada Petru Vintilă']",residential,157.88658401048752,30.0,18.946390081258503,,30,False
1115632575,1115632599,0,"[869081096, 96248816]",Strada Petru Vintilă,residential,583.6050757395476,40.0,52.52445681655928,,"['RO:urban', '30']",False
1115632599,1168429895,0,24770426,Strada Grigore Alexandrescu,tertiary,12.110887013678228,50.0,0.8719838649848325,2,RO:urban,False
1115632599,264607847,0,24770426,Strada Grigore Alexandrescu,tertiary,101.66036449277787,50.0,7.319546243480008,2,RO:urban,False
1115632599,1115632575,0,"[96248816, 869081096]",Strada Petru Vintilă,residential,583.6050757395476,40.0,52.52445681655928,,"['RO:urban', '30']",False
1123397174,1123397176,0,96941408,Strada Academician Sextil Pușcariu,residential,159.27924987849607,50.0,11.468105991251717,1,RO:urban,True
1123397174,270468481,0,"[24892615, 689224071]","['Strada Dinu Lipatti', 'Strada Popa Laurențiu']",residential,191.49271780195048,50.0,13.787475681740435,2,RO:urban,False
1123397176,270459186,0,24891540,Strada Gheorghe Cucu,residential,88.7481295421129,50.0,6.38986532703213,2,RO:urban,False
1123397176,270458920,0,24891540,Strada Gheorghe Cucu,residential,118.64315741944604,50.0,8.542307334200116,2,RO:urban,False
1124717777,1177033013,0,97078024,Strada Rarău,residential,384.44478367759785,50.0,27.68002442478705,2,RO:urban,False
1124717777,266968323,0,31965693,Strada Theodor Aman,residential,68.72033604019849,50.0,4.947864194894292,,RO:urban,False
1124717777,264606721,0,31965693,Strada Theodor Aman,residential,46.39547685534459,50.0,3.340474333584811,,RO:urban,False
1131290858,1131290860,0,24610921,Strada Martir Dan Carpin,residential,120.64107707597793,30.0,14.476929249117353,1,30,True
1131290860,267534860,0,24610921,Strada Martir Dan Carpin,residential,26.29926240159844,30.0,3.155911488191813,1,30,True
1131290860,740905888,0,24662297,Strada Giorgio Ostrogovich,residential,96.24911090319736,30.0,11.549893308383684,,30,True
1131290869,267534860,0,700364755,Strada Constantin Diamandy,residential,145.81598067277383,30.0,17.497917680732858,,30,False
1131835648,1985347340,0,"[187895285, 187895287]",Strada Ștefan Procopiu,tertiary,43.3560747842904,50.0,3.121637384468909,1,RO:urban,True
1131835648,25498301,0,300919048,unnamed,primary,31.7332099624701,30.0,3.8079851954964123,2,30,True
1132072922,267234011,0,97796130,Strada Ion Nistor,residential,135.65096688318846,50.0,9.766869615589568,,RO:urban,True
1132072922,29120248,0,174764667,Strada Matei Basarab,residential,113.33444215865755,50.0,8.160079835423344,,RO:urban,True
1132183795,1685271972,0,97809315,Strada Eugen Coșeriu,residential,59.94951179119835,30.0,7.193941414943802,2,30,False
1132183795,1132183808,0,97809318,Strada Doina și Ion Aldea-Teodorovici,residential,81.03235614540098,50.0,5.834329642468871,2,RO:urban,False
1132183795,1132183800,0,97809315,Strada Eugen Coșeriu,residential,515.4733440064404,30.0,61.85680128077285,2,30,False
1132183795,1132183810,0,97809318,Strada Doina și Ion Aldea-Teodorovici,residential,79.76431516827007,50.0,5.743030692115445,2,RO:urban,False
1132183796,11257962056,0,97809317,Strada Tristan Tzara,residential,11.394957675340374,30.0,1.3673949210408447,2,30,False
1132183796,6702867448,0,1216279857,Strada Tristan Tzara,residential,34.017989717868346,50.0,2.449295259686521,1,RO:urban,True
1132183800,1132183795,0,97809315,Strada Eugen Coșeriu,residential,515.4733440064404,30.0,61.85680128077285,2,30,False
1132183800,11257962047,0,"[1216279851, 1263271807]",Strada Ștefan Procopiu,tertiary,27.23709095851993,50.0,1.961070549013435,2,RO:urban,False
1132183800,2122614340,0,1263271807,Strada Ștefan Procopiu,tertiary,79.83634799426089,50.0,5.7482170555867835,2,RO:urban,False
1132183804,11269699433,0,713106287,Strada Tristan Tzara,residential,53.561197706658554,30.0,6.427343724799027,2,30,False
1132183804,11257962056,0,97809317,Strada Tristan Tzara,residential,54.163994993137095,30.0,6.499679399176451,2,30,False
1132183804,5707432907,0,1334338480,Bulevardul Liviu Rebreanu,residential,69.27631623373071,48.0426739023187,5.191108616237822,2,,False
1132183808,1132183795,0,97809318,Strada Doina și Ion Aldea-Teodorovici,residential,81.03235614540098,50.0,5.834329642468871,2,RO:urban,False
1132183808,2294287524,0,220298191,Strada Horia Hulubei,residential,86.42066011348471,30.0,10.370479213618166,1,30,False
1132183808,2122614340,0,220298191,Strada Horia Hulubei,residential,511.24662967233616,30.0,61.349595560680335,1,30,False
1132183810,1132183795,0,97809318,Strada Doina și Ion Aldea-Teodorovici,residential,79.76431516827007,50.0,5.743030692115445,2,RO:urban,False
1132183810,11269699433,0,713106287,Strada Tristan Tzara,residential,368.7729608083656,30.0,44.25275529700388,2,30,False
1132191348,13324845580,0,97810125,unnamed,residential,36.16282022033815,50.0,2.603723055864347,,RO:urban,False
1132198586,2309403646,0,24605055,Strada Tudor Arghezi,residential,426.21841994849717,50.0,30.687726236291798,2,RO:urban,False
1132198586,380332364,0,196857047,Strada Armoniei,tertiary,135.31317238252151,30.0,16.237580685902582,,30,True
1132241773,8837224518,0,1018499574,Strada Grigore Alexandrescu,secondary,15.52807695042482,50.0,1.118021540430587,4,RO:urban,False
1132241773,2394499718,0,"[1018499576, 1018499575]",Strada Pelbartus,residential,80.26796006066783,50.0,5.779293124368084,,RO:urban,False
1132241773,263816829,0,1018499577,Strada Grigore Alexandrescu,secondary,58.54762387133242,50.0,4.215428918735935,4,RO:urban,False
1132242697,6746543930,0,24770426,Strada Grigore Alexandrescu,tertiary,174.29455795369742,50.0,12.549208172666214,2,RO:urban,False
1132242697,264607175,0,24770426,Strada Grigore Alexandrescu,tertiary,755.7921503708736,50.0,54.41703482670291,2,RO:urban,False
1132242697,477201361,0,97815248,Strada Aurel Pop,residential,178.29952987781502,50.0,12.837566151202683,,RO:urban,False
1133176998,269173945,0,659804547,Strada Nikolai Nekrasov,residential,68.47562975525155,50.0,4.930245342378112,,RO:urban,False
1133482449,21515996,0,"[512869522, 512869519]",Bulevardul Vasile Pârvan,secondary,173.3926352876871,50.0,12.484269740713472,4,50,False
1133482449,263839948,0,"[1433777836, 512869524]",Bulevardul Vasile Pârvan,secondary,114.64145024175906,50.0,8.254184417406654,3,50,True
1133526509,357906250,0,26563034,Strada Grădinii,residential,15.358703934639099,50.0,1.1058266832940151,,RO:urban,False
1133526509,1764121130,0,60909368,Strada Fructelor,residential,273.4504478212465,50.0,19.68843224312975,,RO:urban,False
1133526512,2051067217,0,26430065,Strada Paul Constantinescu,residential,123.27353129680472,50.0,8.875694253369941,,RO:urban,True
1133526512,5358958893,0,390342942,unnamed,residential,191.41090833968423,48.0426739023187,14.343066570855582,,,False
1133526516,25499167,0,998010268,Strada Budai Deleanu,secondary,129.11437793828208,50.0,9.29623521155631,2,RO:urban,False
1133526516,274862133,0,857173035,Strada Budai Deleanu,secondary,168.74956230638884,50.0,12.149968486059999,3,RO:urban,False
1133526516,1203999964,0,1224764341,Strada Vulturilor,residential,162.48355135887283,50.0,11.698815697838844,2,RO:urban,True
1133526516,26001319,0,1225622080,Strada Vulturilor,residential,148.38206434108335,50.0,10.683508632558,2,RO:urban,False
1133613786,357994492,0,31959295,Strada Alecu Russo,residential,88.27530409314969,50.0,6.355821894706778,2,RO:urban,False
1133613786,4885327508,0,496879042,Strada Veronica Micle,residential,63.981523049069445,48.0426739023187,4.79435185986876,2,,False
1133613786,1133613803,0,1449407966,Strada Alecu Russo,residential,97.87547452302017,50.0,7.047034165657453,2,RO:urban,False
1133613786,1133613810,0,97942658,Strada Veronica Micle,residential,76.2859157668086,50.0,5.4925859352102195,2,RO:urban,False
1133613787,315133754,0,1250908340,Strada Ciobanului,residential,30.611512490072286,50.0,2.2040288992852046,,RO:urban,False
1133613787,315133524,0,"[1296145531, 1296145532]","['Strada Ciobanului', 'Strada Cosmonauților']",residential,129.50516920457966,50.0,9.324372182729736,,RO:urban,True
1133613788,2178320710,0,28677333,Strada Corina Irineu,residential,78.98108813698276,50.0,5.686638345862759,,RO:urban,False
1133613788,358004202,0,196850086,Strada Bârzava,residential,88.21409893916669,50.0,6.3514151236200025,,RO:urban,False
1133613788,315133522,0,196850086,Strada Bârzava,residential,65.13770892507388,50.0,4.689915042605319,,RO:urban,False
1133613788,1133613789,0,97942654,Strada Lisabona,residential,87.24908303651175,50.0,6.281933978628846,,RO:urban,False
1133613789,1133613803,0,97942654,Strada Lisabona,residential,92.88327344370141,50.0,6.687595687946502,,RO:urban,False
1133613789,1133613810,0,97942659,Strada Lupeni,residential,81.54203026806223,50.0,5.871026179300482,2,RO:urban,False
1133613789,1133613788,0,97942654,Strada Lisabona,residential,87.24908303651175,50.0,6.281933978628846,,RO:urban,False
1133613792,315145109,0,28647471,Strada Amzei,residential,89.85559718409584,50.0,6.469602997254901,,RO:urban,False
1133613792,2178320706,0,1067903061,Strada Taborului,residential,85.58633095304042,50.0,6.16221582861891,,RO:urban,False
1133613792,1133613804,0,"[1067903064, 1067903061]","['Strada Taborului', 'Strada Profesor Alexandru Cișman']",residential,217.74258536617276,50.0,15.677466146364441,,RO:urban,False
1133613800,358109519,0,659804545,Strada Cireșului,residential,54.03301486492777,50.0,3.8903770702747997,,RO:urban,False
1133613802,314854911,0,28646560,Strada Profesor Alexandru Cișman,residential,75.50460560782678,50.0,5.436331603763528,,RO:urban,False
1133613802,1133613804,0,28646560,Strada Profesor Alexandru Cișman,residential,49.68718842093595,50.0,3.577477566307388,,RO:urban,False
1133613802,358002306,0,28677335,Strada Bachus,residential,86.27426787886755,50.0,6.211747287278464,,RO:urban,False
1133613803,1133613789,0,97942654,Strada Lisabona,residential,92.88327344370141,50.0,6.687595687946502,,RO:urban,False
1133613803,1133613786,0,1449407966,Strada Alecu Russo,residential,97.87547452302017,50.0,7.047034165657453,2,RO:urban,False
1133613803,4885327512,0,496879044,Strada Măslinului,residential,14.524311714543384,48.0426739023187,1.0883557871626421,,,False
1133613804,1133613802,0,28646560,Strada Profesor Alexandru Cișman,residential,49.68718842093595,50.0,3.577477566307388,,RO:urban,False
1133613804,358002307,0,28677333,Strada Corina Irineu,residential,57.83246930197336,50.0,4.163937789742082,,RO:urban,False
1133613804,1133613792,0,"[1067903064, 1067903061]","['Strada Taborului', 'Strada Profesor Alexandru Cișman']",residential,217.74258536617276,50.0,15.677466146364441,,RO:urban,False
1133613805,357999220,0,196850087,Strada Măslinului,residential,36.42753916657309,50.0,2.6227828199932626,2,RO:urban,False
1133613810,315133522,0,97942658,Strada Veronica Micle,residential,77.97002771854923,50.0,5.6138419957355445,2,RO:urban,False
1133613810,1133613789,0,97942659,Strada Lupeni,residential,81.54203026806223,50.0,5.871026179300482,2,RO:urban,False
1133613810,1133613786,0,97942658,Strada Veronica Micle,residential,76.2859157668086,50.0,5.4925859352102195,2,RO:urban,False
1133621011,2071424500,0,97943442,Strada Belgrad,residential,109.21002501007321,50.0,7.8631218007252714,2,RO:urban,False
1134015952,270463696,0,24891322,Strada Făgăraș,residential,89.2345853576627,50.0,6.424890145751714,2,RO:urban,False
1134015952,6681350328,0,97989404,Strada Doamna Chiajna,residential,52.00694551541494,48.0426739023187,3.897056276179867,2,,False
1134015952,7554113230,0,97989404,Strada Doamna Chiajna,residential,101.17112092293503,48.0426739023187,7.581094176046431,2,,False
1135857106,2082350784,0,30806287,Strada Prieteniei,residential,83.27811135055879,50.0,5.9960240172402335,,50,False
1135870511,498787194,0,31959007,Strada Zimnicea,residential,158.72009250877997,50.0,11.427846660632158,,RO:urban,False
1135870511,276574259,0,31959007,Strada Zimnicea,residential,158.45126569040522,50.0,11.408491129709176,,RO:urban,False
1135870511,498787005,0,187356028,Strada Romul Ladea,residential,161.69528220942013,50.0,11.642060319078249,,RO:urban,False
1135870511,498787054,0,187356028,Strada Romul Ladea,residential,117.05792980957241,50.0,8.428170946289214,,RO:urban,False
1135906131,262638473,0,"[24257922, 1112017943]",unnamed,tertiary,924.699346514968,70.0,47.55596639219836,,"['90', '50']",False
1135906131,6575621459,0,700227444,unnamed,residential,827.6539120160675,48.0426739023187,62.018906135739456,,,False
1135937249,30987854,0,23635602,Strada Ion Creangă,residential,108.07917432701153,50.0,7.78170055154483,,RO:urban,False
1135937249,1867744831,0,176229211,Strada Ecaterina Teodoroiu,residential,150.48063299123476,50.0,10.834605575368904,2,RO:urban,False
1135937249,1867744821,0,176229212,Strada Rovine,residential,9.525805320842002,50.0,0.6858579831006242,,RO:urban,False
1136010495,2132120263,0,203230833,Strada Câmpului,tertiary,16.83472248528366,50.0,1.2121000189404236,1,RO:urban,True
1136010495,265186474,0,376235917,Strada Câmpului,tertiary,37.27314638441022,50.0,2.683666539677536,2,RO:urban,False
1136168264,265586162,0,376239101,Strada Martir Cornel Popescu (1918),residential,55.09736165892991,50.0,3.967010039442954,,RO:urban,False
1136168264,1243651282,0,376239101,Strada Martir Cornel Popescu (1918),residential,88.22503876736418,50.0,6.352202791250221,,RO:urban,False
1136168264,1243651293,0,108371219,Strada Ilia Repin,residential,84.47199216859016,30.0,10.13663906023082,,30,False
1136381178,289675801,0,26435754,Strada Viorelelor,residential,27.488524893503858,50.0,1.9791737923322779,,RO:urban,False
1136381178,357982049,0,26435754,Strada Viorelelor,residential,111.15091959736358,50.0,8.002866211010177,,RO:urban,False
1136381178,528166998,0,98231667,Strada Lalelelor,residential,126.05596686058959,50.0,9.07602961396245,,RO:urban,False
1149732943,1149733559,0,99416490,Strada Liman,residential,106.5609550999564,48.0426739023187,7.984972675330803,,,False
1149732986,1149735126,0,99416358,Strada Sacului,residential,84.683265767496,50.0,6.097195135259712,,RO:urban,False
1149733559,1149735126,0,99416264,Strada Marginenilor,residential,104.98496925681427,50.0,7.558917786490627,,RO:urban,False
1149733559,1149732943,0,99416490,Strada Liman,residential,106.5609550999564,48.0426739023187,7.984972675330803,,,False
1149733559,1322291051,0,"[996354619, 205955125, 159000167]","['Strada Comoarei', 'Strada Pastorilor']",residential,601.6826763300845,50.0,43.32115269576609,,RO:urban,False
1149733786,1149735353,0,1377398160,Strada Banul Udrea,residential,26.081745028951136,48.0426739023187,1.9543933440326777,,,False
1149733786,12753877081,0,1377398161,Strada Banul Udrea,residential,23.521863035933947,48.0426739023187,1.762572730683821,,,True
1149735126,1149733559,0,99416264,Strada Marginenilor,residential,104.98496925681427,50.0,7.558917786490627,,RO:urban,False
1149735126,1149732986,0,99416358,Strada Sacului,residential,84.683265767496,50.0,6.097195135259712,,RO:urban,False
1149735126,1149735353,0,99416358,Strada Sacului,residential,166.70519667438913,50.0,12.002774160556019,,RO:urban,False
1149735353,1149733786,0,1377398160,Strada Banul Udrea,residential,26.081745028951136,48.0426739023187,1.9543933440326777,,,False
1149735353,1149735126,0,99416358,Strada Sacului,residential,166.70519667438913,50.0,12.002774160556019,,RO:urban,False
1149735353,12753877074,0,99416411,Strada Constantin A. Rosetti,residential,134.40180898951184,50.0,9.676930247244853,,RO:urban,False
1151826430,26555996,0,"[127719736, 99614793]",unnamed,unclassified,3989.771882105262,36.666666666666664,391.72305751578944,,,False
1156349366,1115632575,0,262702998,Intrarea Cincinat Pavelescu,residential,42.38152501551521,30.0,5.0857830018618255,,30,False
1156349366,1156349366,0,262702998,Intrarea Cincinat Pavelescu,residential,77.57092532508506,30.0,9.308511039010206,,30,False
1156349366,1156349366,1,262702998,Intrarea Cincinat Pavelescu,residential,77.57092532508507,30.0,9.308511039010208,,30,False
1168429873,1976322733,0,151526274,Strada Martir Silviu Motohon,residential,46.93768098326127,50.0,3.3795130307948114,,RO:urban,False
1168429873,2406453737,0,101211264,Strada Gheorghe Leahu,residential,292.6520540544468,50.0,21.070947891920174,1,RO:urban,False
1168429873,264667691,0,151526274,Strada Martir Silviu Motohon,residential,308.15113484002416,50.0,22.18688170848174,,RO:urban,False
1168429889,1168429895,0,101211261,Intrarea Coșarilor,residential,105.14750609071258,50.0,7.570620438531306,,RO:urban,False
1168429895,1115632599,0,24770426,Strada Grigore Alexandrescu,tertiary,12.110887013678228,50.0,0.8719838649848325,2,RO:urban,False
1168429895,1168429889,0,101211261,Intrarea Coșarilor,residential,105.14750609071258,50.0,7.570620438531306,,RO:urban,False
1168429895,264607175,0,24770426,Strada Grigore Alexandrescu,tertiary,379.1695299502086,50.0,27.30020615641502,2,RO:urban,False
1173297601,296082093,0,427340607,Strada Gavril Musicescu,tertiary,15.28016403977657,50.0,1.1001718108639131,2,50,True
1173297601,296082094,0,101621093,Strada William Shakespeare,residential,224.52376121307097,50.0,16.16571080734111,,RO:urban,False
1177033012,266968323,0,24553038,Strada Alexandru Donici,residential,380.09019003103333,50.0,27.366493682234402,2,RO:urban,False
1177033013,1124717777,0,97078024,Strada Rarău,residential,384.44478367759785,50.0,27.68002442478705,2,RO:urban,False
1177033015,266968225,0,24553033,Strada Homorod,residential,360.7750548287527,50.0,25.975803947670194,2,RO:urban,False
1177033017,266968225,0,31965693,Strada Theodor Aman,residential,67.66638217954318,50.0,4.87197951692711,,RO:urban,False
1177033017,266968323,0,31965693,Strada Theodor Aman,residential,66.78341414905259,50.0,4.808405818731787,,RO:urban,False
1177033017,1177033030,0,101948690,Strada Anvers,residential,370.60168199252405,50.0,26.683321103461733,2,RO:urban,False
1177033030,1177033017,0,101948690,Strada Anvers,residential,370.60168199252405,50.0,26.683321103461733,2,RO:urban,False
1194669164,268065494,0,52436664,Strada Profesor Doctor Valeriu Alaci,residential,122.59555673578326,30.0,14.711466808293991,,30,True
1194669164,25689469,0,24598177,Strada Academician Remus Răduleț,residential,93.20490194091249,30.0,11.1845882329095,,30,True
1194706739,473385302,0,24553047,Strada Răsăritului,residential,77.71417993129036,30.0,9.325701591754843,,30,True
1194706739,267398973,0,103474576,Strada Giorgio Ostrogovich,residential,71.69510964996539,30.0,8.603413157995847,,30,True
1203989459,255724621,0,251819120,Piața Leonardo da Vinci,secondary,20.179302175641013,50.0,1.4529097566461529,3,RO:urban,True
1203989461,1203989459,0,376425822,Piața Leonardo da Vinci,secondary,9.839821298997444,50.0,0.708467133527816,3,RO:urban,True
1203996268,1112986405,0,451577222,Calea Martirilor 1989,secondary,12.274733158915112,50.0,0.883780787441888,2,RO:urban,True
1203996268,1112954247,0,686147780,Strada Arieș,secondary,59.87500678582427,50.0,4.311000488579348,3,50,True
1203999964,2392205744,0,1224764341,Strada Vulturilor,residential,110.99535445691205,50.0,7.991665520897668,2,RO:urban,True
1203999964,279155740,0,"[25612105, 207482566]",Strada Dreptatea,residential,159.6646005459386,30.0,19.159752065512635,,30,True
1211032333,494163357,0,31967782,Strada Petre Olariu,residential,90.4063158707268,50.0,6.50925474269233,1,RO:urban,True
1211032333,358134854,0,"[217571624, 1135121188, 1135121252]",Strada Nicolae Grivu,residential,122.30360139414745,50.0,8.805859300378616,,RO:urban,True
1211032337,1211032333,0,31967782,Strada Petre Olariu,residential,42.20326565991901,50.0,3.038635127514169,1,RO:urban,True
1211032337,358132831,0,1021887243,Strada Petre Olariu,residential,68.13638340924217,50.0,4.905819605465437,,RO:urban,False
1211032337,262636367,0,"[1135120817, 1135121006]",Strada Verde,residential,134.9494685262846,50.0,9.71636173389249,2,RO:urban,False
1211046071,264611551,0,105060225,Strada Holdelor,residential,90.60357566835899,50.0,6.523457448121848,1,RO:urban,True
1211046071,267399001,0,"[196662989, 953717150]",Strada Sfinții Apostoli Petru și Pavel,secondary,216.44546639371794,50.0,15.584073580347692,"['2', '4']",RO:urban,False
1211046071,7328332620,0,953717158,Strada Sfinții Apostoli Petru și Pavel,secondary,24.630501534441585,50.0,1.7733961104797942,2,RO:urban,True
1211046082,264611596,0,427836876,Strada Holdelor,tertiary_link,87.33892075513351,50.0,6.288402294369614,1,RO:urban,True
1211046082,276574213,0,"[784446650, 953717148, 1153867614]",Strada Sfinții Apostoli Petru și Pavel,secondary,120.37340933308663,50.0,8.666885471982237,"['2', '4']",RO:urban,False
1211046082,7328332627,0,953717154,Strada Sfinții Apostoli Petru și Pavel,secondary,33.48223106299665,50.0,2.4107206365357583,2,RO:urban,True
1223482699,1223482779,0,106300141,Strada Silistra,residential,150.7698894509793,50.0,10.855432040470511,,RO:urban,True
1223482699,358131412,0,1059585508,Strada Martir Alexandru Grama,residential,89.45957059145799,50.0,6.441089082584976,,RO:urban,True
1223482747,4652734166,0,263190138,Strada Ion Ionescu de la Brad,residential,94.31699075586825,50.0,6.790823334422514,2,50,False
1223482747,4652734168,0,263190138,Strada Ion Ionescu de la Brad,residential,224.40533779280736,50.0,16.15718432108213,2,50,False
1223482779,358128639,0,106300163,Strada Holdelor,tertiary,85.519667085358,50.0,6.157416030145776,2,RO:urban,False
1223482779,264611596,0,1110081175,Strada Holdelor,tertiary,57.74670658986378,50.0,4.157762874470192,2,RO:urban,False
1223482901,4243069168,0,424950930,unnamed,tertiary,13.540287446038704,48.236607142857146,1.0105402865789552,,,True
1223482901,4652734166,0,424950939,Strada Ion Ionescu de la Brad,residential,42.211065483211904,50.0,3.0391967147912573,2,50,True
1229106132,25639011,0,8137374,Strada Venus,secondary,80.56434142413542,50.0,5.800632582537751,2,RO:urban,True
1229106132,25530081,0,1227522683,Piața General Gheorghe Domășnean,primary,30.816873533525133,50.0,2.2188148944138097,3,RO:urban,True
1229651249,2078836944,0,263190140,Strada Ion Ionescu de la Brad,tertiary,34.33242274583725,50.0,2.471934437700282,2,50,True
1229651249,262638195,0,424950931,Strada Ion Ionescu de la Brad,tertiary,183.0751864103584,50.0,13.181413421545807,2,50,False
1230241340,267230449,0,106994345,Aleea Nicolae Boboc,residential,77.88088404520745,30.0,9.345706085424894,,30,True
1230241340,357872858,0,31953035,Strada Arhitect Duiliu Marcu,residential,158.99883790090217,50.0,11.447916328864956,,RO:urban,True
1230241341,357872813,0,1286937011,Strada Arhitect Duiliu Marcu,residential,31.270002468735754,50.0,2.2514401777489748,,RO:urban,False
1230241345,357872813,0,1286937011,Strada Arhitect Duiliu Marcu,residential,59.359663753842916,50.0,4.273895790276691,,RO:urban,False
1230241345,4922081947,0,"[376355146, 459665804]",Calea Șagului,residential,242.2406772060082,50.0,17.44132875883259,1,RO:urban,True
1230910166,31384170,0,23596186,Splaiul Tudor Vladimirescu,tertiary,108.32901326576292,30.0,12.999481591891552,1,30,True
1230934396,270561124,0,660593147,Strada Nicolae Andreescu,secondary,9.840359350769218,50.0,0.7085058732553837,2,RO:urban,False
1230934396,278448752,0,107062368,Strada George Georgescu,residential,417.18887766373433,50.0,30.037599191788875,,RO:urban,False
1230934396,357233746,0,660593147,Strada Nicolae Andreescu,secondary,72.19055812848754,50.0,5.197720185251104,2,RO:urban,False
1236363704,25499176,0,4275033,Bulevardul Iuliu Maniu,primary,22.84229070794711,50.0,1.6446449309721922,2,RO:urban,True
1236363704,1236363752,0,107603399,Piața Iuliu Maniu,primary,19.797809574520443,50.0,1.425442289365472,2,RO:urban,True
1236363717,6453449381,0,231500648,Piața Iuliu Maniu,primary,2.239632316574708,50.0,0.16125352679337898,2,RO:urban,True
1236363724,2062439515,0,376425824,Piața Iuliu Maniu,primary,3.2702498561413753,50.0,0.23545798964217904,2,RO:urban,True
1236363747,5819813137,0,107665978,Bulevardul 16 Decembrie 1989,primary,50.09352624221671,50.0,3.6067338894396035,2,RO:urban,True
1236363747,1236363717,0,231501243,Piața Iuliu Maniu,primary,16.99177146317692,50.0,1.2234075453487383,2,RO:urban,True
